,用户,时间,数量,金额,月份
14521,4532,1997-11-30,3,30.47,1997-11-01
14522,4532,1997-12-07,4,47.46,1997-12-01
14523,4532,1998-01-29,3,28.97,1998-01-01
14524,4532,1998-03-01,4,47.83,1998-03-01
14525,4532,1998-03-25,8,85.92,1998-03-01
14526,4532,1998-06-11,7,84.93,1998-06-01
14527,4533,1997-01-19,2,53.98,1997-01-01
14528,4534,1997-01-19,1,25.77,1997-01-01
14529,4534,1997-05-05,1,14.96,1997-05-01
14530,4534,1997-06-27,3,38.11,1997-06-01
14531,4535,1997-01-19,1,17.9,1997-01-01
14532,4536,1997-01-19,2,17.54,1997-01-01
14533,4536,1997-01-19,3,30.31,1997-01-01
14534,4536,1997-02-09,1,19.77,1997-02-01
14535,4536,1997-02-15,1,11.77,1997-02-01
14536,4536,1997-03-01,1,12.49,1997-03-01
14537,4536,1997-04-05,2,34.95,1997-04-01
14538,4536,1997-06-15,1,9.99,1997-06-01
14539,4536,1997-07-11,1,15.96,1997-07-01
14540,4536,1997-07-30,1,11.77,1997-07-01
14541,4536,1997-10-03,1,9.49,1997-10-01
14542,4536,1997-10-18,1,13.99,1997-10-01
14543,4536,1997-12-10,2,22.48,1997-12-01
14544,4536,1998-01-01,1,14.49,1998-01-01
14545,4536,1998-02-01,1,17.99,1998-02-01
14546,4536,1998-05-01,1,14.99,1998-05-01
14547,4537,1997-01-19,7,94.8,1997-01-01
14548,4537,1997-04-14,1,14.37,1997-04-01
14549,4538,1997-01-19,5,48.31,1997-01-01
14550,4539,1997-01-19,1,14.99,1997-01-01
14551,4540,1997-01-19,1,10.77,1997-01-01
14552,4540,1998-01-22,1,14.99,1998-01-01
14553,4541,1997-01-19,1,20.99,1997-01-01
14554,4541,1997-03-01,1,11.77,1997-03-01
14555,4542,1997-01-19,3,37.91,1997-01-01
14556,4542,1997-02-08,8,117.96,1997-02-01
14557,4542,1997-02-12,5,58.65,1997-02-01
14558,4542,1997-02-18,4,53.28,1997-02-01
14559,4543,1997-01-19,3,35.72,1997-01-01
14560,4544,1997-01-19,1,11.77,1997-01-01
14561,4544,1998-03-02,1,29.49,1998-03-01
14562,4545,1997-01-19,2,22.48,1997-01-01
14563,4546,1997-01-19,2,28.74,1997-01-01
14564,4547,1997-01-22,3,41.29,1997-01-01
14565,4547,1997-12-13,3,34.47,1997-12-01
14566,4548,1997-01-19,1,18.99,1997-01-01
14567,4548,1997-02-01,1,13.77,1997-02-01
14568,4549,1997-01-19,1,11.77,1997-01-01
14569,4549,1997-03-20,5,82.08,1997-03-01
14570,4549,1997-04-28,6,84.19,1997-04-01
14571,4550,1997-01-19,3,81.9,1997-01-01
14572,4551,1997-01-19,1,13.97,1997-01-01
14573,4552,1997-01-19,3,50.53,1997-01-01
14574,4552,1997-02-03,1,44.37,1997-02-01
14575,4553,1997-01-19,1,16.36,1997-01-01
14576,4553,1997-04-06,1,9.98,1997-04-01
14577,4553,1997-04-14,1,10.98,1997-04-01
14578,4553,1997-12-15,1,13.99,1997-12-01
14579,4554,1997-01-19,4,77.12,1997-01-01
14580,4555,1997-01-19,1,11.99,1997-01-01
14581,4555,1997-02-04,1,12.97,1997-02-01
14582,4556,1997-01-19,4,57.27,1997-01-01
14583,4556,1997-03-20,3,50.89,1997-03-01
14584,4556,1997-08-11,4,60.67,1997-08-01
14585,4556,1998-01-25,6,91.94,1998-01-01
14586,4556,1998-03-16,4,52.85,1998-03-01
14587,4557,1997-01-19,1,14.79,1997-01-01
14588,4557,1997-02-14,4,47.08,1997-02-01
14589,4557,1997-06-23,1,15.36,1997-06-01
14590,4557,1997-06-24,1,9.99,1997-06-01
14591,4557,1997-09-26,1,18.99,1997-09-01
14592,4557,1997-09-26,1,16.49,1997-09-01
14593,4557,1997-10-30,1,21.49,1997-10-01
14594,4557,1997-12-16,2,18.48,1997-12-01
14595,4558,1997-01-19,3,37.51,1997-01-01
14596,4559,1997-01-19,1,0.0,1997-01-01
14597,4560,1997-01-19,3,41.7,1997-01-01
14598,4560,1997-07-15,2,30.92,1997-07-01
14599,4560,1997-08-07,2,30.92,1997-08-01
14600,4560,1998-04-17,3,37.75,1998-04-01
14601,4561,1997-01-19,1,17.99,1997-01-01
14602,4561,1997-11-07,7,85.93,1997-11-01
14603,4562,1997-01-19,1,14.96,1997-01-01
14604,4562,1997-08-27,1,15.36,1997-08-01
14605,4562,1997-10-17,1,12.49,1997-10-01
14606,4562,1997-11-28,2,25.98,1997-11-01
14607,4562,1997-12-08,2,25.98,1997-12-01
14608,4563,1997-01-19,2,34.2,1997-01-01
14609,4564,1997-01-19,2,39.36,1997-01-01
14610,4564,1997-12-02,2,30.98,1997-12-01
14611,4565,1997-01-19,1,11.77,1997-01-01
14612,4566,1997-01-19,2,25.74,1997-01-01
14613,4566,1997-01-30,3,37.51,1997-01-01
14614,4566,1997-09-20,3,44.97,1997-09-01
14615,4566,1998-06-12,3,42.25,1998-06-01
14616,4567,1997-01-19,2,28.13,1997-01-01
14617,4568,1997-01-19,5,85.25,1997-01-01
14618,4569,1997-01-26,4,59.46,1997-01-01
14619,4570,1997-01-19,3,38.5,1997-01-01
14620,4571,1997-01-19,2,26.14,1997-01-01
14621,4572,1997-01-20,15,207.51,1997-01-01
14622,4572,1997-05-01,6,79.81,1997-05-01
14623,4573,1997-01-19,1,14.79,1997-01-01
14624,4573,1997-07-09,1,16.36,1997-07-01
14625,4573,1997-10-30,3,40.47,1997-10-01
14626,4573,1997-11-13,4,53.96,1997-11-01
14627,4573,1997-12-02,4,52.46,1997-12-01
14628,4574,1997-01-19,4,69.96,1997-01-01
14629,4575,1997-01-19,1,14.96,1997-01-01
14630,4576,1997-01-19,6,91.14,1997-01-01
14631,4576,1997-02-21,1,16.76,1997-02-01
14632,4577,1997-01-19,2,33.27,1997-01-01
14633,4578,1997-01-19,1,13.97,1997-01-01
14634,4578,1997-05-24,1,9.97,1997-05-01
14635,4578,1997-11-28,1,12.99,1997-11-01
14636,4579,1997-01-19,2,26.73,1997-01-01
14637,4579,1997-06-20,1,12.97,1997-06-01
14638,4580,1997-01-19,1,15.36,1997-01-01
14639,4581,1997-01-19,1,16.9,1997-01-01
14640,4582,1997-02-09,6,87.18,1997-02-01
14641,4583,1997-01-19,2,60.76,1997-01-01
14642,4583,1998-03-16,2,26.48,1998-03-01
14643,4583,1998-06-28,2,27.48,1998-06-01
14644,4584,1997-01-19,1,16.7,1997-01-01
14645,4584,1997-07-19,2,46.33,1997-07-01
14646,4584,1997-10-04,4,49.96,1997-10-01
14647,4585,1997-01-19,1,6.77,1997-01-01
14648,4586,1997-01-19,1,27.37,1997-01-01
14649,4587,1997-01-19,13,205.95,1997-01-01
14650,4587,1997-04-26,4,58.66,1997-04-01
14651,4588,1997-01-19,3,56.97,1997-01-01
14652,4588,1997-03-30,1,13.97,1997-03-01
14653,4589,1997-01-19,2,27.13,1997-01-01
14654,4589,1997-02-26,4,59.83,1997-02-01
14655,4589,1997-04-16,3,45.11,1997-04-01
14656,4589,1997-12-06,4,41.46,1997-12-01
14657,4590,1997-01-19,1,11.99,1997-01-01
14658,4591,1997-01-19,1,14.79,1997-01-01
14659,4591,1997-02-03,2,29.58,1997-02-01
14660,4591,1997-05-22,1,14.96,1997-05-01
14661,4592,1997-01-19,1,13.97,1997-01-01
14662,4593,1997-01-19,6,82.41,1997-01-01
14663,4593,1997-02-18,1,11.77,1997-02-01
14664,4593,1997-06-06,1,14.96,1997-06-01
14665,4594,1997-01-19,7,132.19,1997-01-01
14666,4594,1997-02-03,7,107.99,1997-02-01
14667,4594,1997-06-24,6,79.02,1997-06-01
14668,4594,1997-10-15,6,82.44,1997-10-01
14669,4595,1997-01-19,1,30.97,1997-01-01
14670,4596,1997-01-23,4,41.5,1997-01-01
14671,4597,1997-01-19,1,30.37,1997-01-01
14672,4598,1997-01-19,6,73.0,1997-01-01
14673,4598,1997-02-06,5,61.04,1997-02-01
14674,4598,1997-05-13,4,45.08,1997-05-01
14675,4598,1997-09-13,4,52.46,1997-09-01
14676,4598,1997-09-17,1,10.49,1997-09-01
14677,4598,1997-10-30,4,47.46,1997-10-01
14678,4598,1997-11-10,3,32.97,1997-11-01
14679,4598,1997-11-13,1,10.49,1997-11-01
14680,4599,1997-01-19,3,35.31,1997-01-01
14681,4600,1997-01-19,1,11.77,1997-01-01
14682,4601,1997-01-19,2,23.54,1997-01-01
14683,4601,1998-02-03,1,11.88,1998-02-01
14684,4601,1998-03-08,2,24.87,1998-03-01
14685,4601,1998-03-08,1,11.99,1998-03-01
14686,4601,1998-04-20,2,29.98,1998-04-01
14687,4601,1998-05-06,3,43.97,1998-05-01
14688,4602,1997-01-19,3,41.91,1997-01-01
14689,4602,1997-12-13,1,14.49,1997-12-01
14690,4603,1997-01-19,2,27.13,1997-01-01
14691,4604,1997-01-19,3,41.69,1997-01-01
14692,4604,1997-06-22,2,26.73,1997-06-01
14693,4605,1997-01-19,2,27.73,1997-01-01
14694,4605,1997-04-23,1,14.37,1997-04-01
14695,4606,1997-01-19,3,44.7,1997-01-01
14696,4607,1997-01-19,1,16.36,1997-01-01
14697,4608,1997-01-19,7,103.53,1997-01-01
14698,4608,1997-02-01,2,28.93,1997-02-01
14699,4608,1997-03-09,4,77.67,1997-03-01
14700,4609,1997-01-19,1,15.36,1997-01-01
14701,4610,1997-01-19,1,12.49,1997-01-01
14702,4611,1997-01-19,2,22.74,1997-01-01
14703,4612,1997-01-19,4,52.88,1997-01-01
14704,4612,1997-04-20,3,35.52,1997-04-01
14705,4612,1997-06-15,1,14.96,1997-06-01
14706,4612,1997-08-15,2,24.49,1997-08-01
14707,4612,1998-01-25,4,72.24,1998-01-01
14708,4612,1998-05-04,3,44.97,1998-05-01
14709,4613,1997-01-19,1,16.99,1997-01-01
14710,4614,1997-01-19,3,45.28,1997-01-01
14711,4615,1997-01-19,2,34.78,1997-01-01
14712,4615,1997-02-06,1,13.77,1997-02-01
14713,4615,1997-02-23,1,13.97,1997-02-01
14714,4615,1997-06-20,1,14.96,1997-06-01
14715,4615,1997-10-19,2,30.98,1997-10-01
14716,4615,1997-11-02,1,11.49,1997-11-01
14717,4615,1998-04-19,1,11.88,1998-04-01
14718,4616,1997-01-19,1,12.49,1997-01-01
14719,4617,1997-01-20,3,39.5,1997-01-01
14720,4618,1997-01-19,25,340.73,1997-01-01
14721,4618,1997-01-30,1,11.77,1997-01-01
14722,4619,1997-01-19,3,42.9,1997-01-01
14723,4620,1997-01-19,3,37.51,1997-01-01
14724,4621,1997-01-19,2,23.94,1997-01-01
14725,4622,1997-01-19,11,231.3,1997-01-01
14726,4623,1997-01-19,1,6.77,1997-01-01
14727,4624,1997-01-19,1,12.99,1997-01-01
14728,4625,1997-01-19,11,186.87,1997-01-01
14729,4625,1997-02-14,11,145.09,1997-02-01
14730,4626,1997-01-19,1,5.77,1997-01-01
14731,4626,1997-02-10,1,14.37,1997-02-01
14732,4626,1997-02-18,2,13.54,1997-02-01
14733,4626,1997-04-28,1,15.96,1997-04-01
14734,4626,1997-12-08,2,26.98,1997-12-01
14735,4626,1998-04-01,3,46.47,1998-04-01
14736,4627,1997-01-19,1,15.76,1997-01-01
14737,4628,1997-01-19,3,44.69,1997-01-01
14738,4628,1997-04-02,2,35.34,1997-04-01
14739,4628,1997-04-17,1,27.77,1997-04-01
14740,4628,1997-04-26,2,36.33,1997-04-01
14741,4628,1997-06-04,2,29.58,1997-06-01
14742,4628,1997-07-21,1,13.97,1997-07-01
14743,4628,1997-07-27,2,29.93,1997-07-01
14744,4628,1997-09-17,1,17.99,1997-09-01
14745,4628,1997-11-30,2,27.48,1997-11-01
14746,4628,1997-12-01,1,15.49,1997-12-01
14747,4629,1997-01-19,2,35.93,1997-01-01
14748,4630,1997-01-19,3,36.73,1997-01-01
14749,4631,1997-01-19,1,32.77,1997-01-01
14750,4631,1997-04-14,3,44.88,1997-04-01
14751,4632,1997-01-19,2,9.98,1997-01-01
14752,4632,1997-02-12,1,6.79,1997-02-01
14753,4632,1997-03-10,2,26.73,1997-03-01
14754,4632,1997-03-12,3,38.5,1997-03-01
14755,4632,1997-04-22,1,14.96,1997-04-01
14756,4633,1997-01-19,1,12.49,1997-01-01
14757,4634,1997-01-19,1,12.77,1997-01-01
14758,4634,1997-02-12,1,12.77,1997-02-01
14759,4635,1997-02-24,2,39.54,1997-02-01
14760,4635,1997-06-24,1,19.77,1997-06-01
14761,4635,1998-02-21,8,114.1,1998-02-01
14762,4635,1998-02-26,1,44.08,1998-02-01
14763,4636,1997-01-19,1,15.36,1997-01-01
14764,4637,1997-01-19,2,29.92,1997-01-01
14765,4637,1997-03-10,3,45.88,1997-03-01
14766,4637,1997-08-02,2,29.92,1997-08-01
14767,4637,1998-03-24,2,30.98,1998-03-01
14768,4637,1998-04-22,1,10.49,1998-04-01
14769,4638,1997-01-19,2,26.14,1997-01-01
14770,4639,1997-01-19,1,13.97,1997-01-01
14771,4640,1997-01-19,2,26.14,1997-01-01
14772,4640,1997-03-16,5,76.83,1997-03-01
14773,4640,1997-08-04,2,30.15,1997-08-01
14774,4641,1997-01-19,4,50.88,1997-01-01
14775,4641,1997-02-09,3,92.51,1997-02-01
14776,4641,1997-04-22,6,90.19,1997-04-01
14777,4641,1997-05-02,1,14.37,1997-05-01
14778,4641,1997-10-02,5,71.95,1997-10-01
14779,4641,1997-12-10,2,47.98,1997-12-01
14780,4641,1997-12-25,4,65.46,1997-12-01
14781,4641,1998-02-04,7,106.43,1998-02-01
14782,4641,1998-04-11,7,99.04,1998-04-01
14783,4642,1997-01-19,2,22.54,1997-01-01
14784,4642,1997-01-25,3,29.71,1997-01-01
14785,4642,1997-02-02,2,21.34,1997-02-01
14786,4642,1997-03-05,2,20.54,1997-03-01
14787,4642,1997-05-03,6,69.01,1997-05-01
14788,4642,1997-06-08,3,38.71,1997-06-01
14789,4642,1997-06-15,4,51.47,1997-06-01
14790,4642,1997-08-26,1,12.77,1997-08-01
14791,4642,1997-10-25,6,85.44,1997-10-01
14792,4642,1998-06-17,1,16.49,1998-06-01
14793,4643,1997-01-19,2,16.76,1997-01-01
14794,4644,1997-01-19,1,21.37,1997-01-01
14795,4644,1997-02-19,2,29.33,1997-02-01
14796,4645,1997-01-19,2,23.09,1997-01-01
14797,4645,1997-01-28,4,62.87,1997-01-01
14798,4646,1997-01-19,1,14.99,1997-01-01
14799,4646,1997-12-26,1,11.49,1997-12-01
14800,4647,1997-01-19,1,13.97,1997-01-01
14801,4648,1997-01-19,3,42.31,1997-01-01
14802,4648,1997-04-05,2,26.78,1997-04-01
14803,4649,1997-01-19,1,12.49,1997-01-01
14804,4649,1997-06-21,3,38.33,1997-06-01
14805,4649,1997-08-17,1,11.77,1997-08-01
14806,4649,1997-10-31,1,13.99,1997-10-01
14807,4649,1998-04-10,1,72.99,1998-04-01
14808,4649,1998-05-01,1,72.99,1998-05-01
14809,4649,1998-06-07,3,42.47,1998-06-01
14810,4650,1997-01-19,1,13.99,1997-01-01
14811,4650,1998-04-15,1,18.49,1998-04-01
14812,4651,1997-01-19,1,14.9,1997-01-01
14813,4651,1997-03-09,1,9.99,1997-03-01
14814,4651,1997-10-16,1,17.49,1997-10-01
14815,4652,1997-01-19,1,11.77,1997-01-01
14816,4653,1997-01-19,1,15.36,1997-01-01
14817,4654,1997-01-19,1,12.49,1997-01-01
14818,4655,1997-01-19,3,41.1,1997-01-01
14819,4655,1997-01-27,2,23.76,1997-01-01
14820,4656,1997-01-19,1,14.99,1997-01-01
14821,4657,1997-01-19,1,12.49,1997-01-01
14822,4658,1997-01-19,1,19.99,1997-01-01
14823,4659,1997-01-19,1,12.49,1997-01-01
14824,4659,1997-02-21,1,12.49,1997-02-01
14825,4659,1998-02-23,3,27.66,1998-02-01
14826,4660,1997-01-19,2,29.33,1997-01-01
14827,4661,1997-01-27,2,32.76,1997-01-01
14828,4662,1997-01-19,2,28.74,1997-01-01
14829,4662,1997-01-24,1,7.98,1997-01-01
14830,4662,1997-02-01,2,22.54,1997-02-01
14831,4663,1997-01-19,1,24.7,1997-01-01
14832,4664,1997-01-19,2,20.15,1997-01-01
14833,4665,1997-01-19,3,40.71,1997-01-01
14834,4665,1997-04-19,2,30.09,1997-04-01
14835,4665,1998-03-26,4,50.96,1998-03-01
14836,4666,1997-01-19,1,13.97,1997-01-01
14837,4667,1997-01-19,3,38.5,1997-01-01
14838,4667,1997-02-18,2,23.54,1997-02-01
14839,4667,1997-07-27,2,26.14,1997-07-01
14840,4667,1997-11-08,4,78.46,1997-11-01
14841,4668,1997-01-19,2,18.76,1997-01-01
14842,4669,1997-01-19,1,15.36,1997-01-01
14843,4670,1997-01-19,2,29.58,1997-01-01
14844,4670,1997-02-20,4,61.28,1997-02-01
14845,4670,1997-04-02,1,14.37,1997-04-01
14846,4670,1997-04-22,1,16.76,1997-04-01
14847,4670,1997-06-01,2,30.75,1997-06-01
14848,4670,1997-06-18,1,15.36,1997-06-01
14849,4670,1997-08-10,3,45.68,1997-08-01
14850,4670,1998-02-17,1,15.49,1998-02-01
14851,4670,1998-02-18,1,14.42,1998-02-01
14852,4670,1998-03-13,2,25.16,1998-03-01
14853,4670,1998-05-11,1,14.68,1998-05-01
14854,4671,1997-01-19,2,9.98,1997-01-01
14855,4671,1997-09-04,1,11.77,1997-09-01
14856,4671,1997-11-17,1,11.49,1997-11-01
14857,4671,1998-01-21,1,7.49,1998-01-01
14858,4671,1998-01-28,1,12.99,1998-01-01
14859,4671,1998-03-23,1,12.99,1998-03-01
14860,4671,1998-04-17,1,13.57,1998-04-01
14861,4671,1998-05-07,1,6.28,1998-05-01
14862,4672,1997-01-19,1,16.7,1997-01-01
14863,4672,1998-02-02,1,11.49,1998-02-01
14864,4673,1997-01-19,1,14.96,1997-01-01
14865,4674,1997-01-19,2,24.98,1997-01-01
14866,4674,1997-05-06,3,37.47,1997-05-01
14867,4674,1997-08-03,2,19.04,1997-08-01
14868,4674,1998-06-01,3,88.47,1998-06-01
14869,4675,1997-01-19,1,6.79,1997-01-01
14870,4676,1997-01-19,1,15.36,1997-01-01
14871,4676,1997-02-21,1,14.79,1997-02-01
14872,4677,1997-01-19,1,15.36,1997-01-01
14873,4677,1997-08-12,1,15.36,1997-08-01
14874,4678,1997-01-19,9,120.6,1997-01-01
14875,4678,1997-01-20,9,132.87,1997-01-01
14876,4678,1997-06-16,7,103.96,1997-06-01
14877,4678,1997-07-12,7,101.56,1997-07-01
14878,4678,1998-02-08,8,104.08,1998-02-01
14879,4678,1998-03-24,3,39.86,1998-03-01
14880,4679,1997-01-19,1,5.78,1997-01-01
14881,4680,1997-01-19,1,9.99,1997-01-01
14882,4680,1997-05-13,1,29.6,1997-05-01
14883,4680,1998-02-02,1,13.57,1998-02-01
14884,4681,1997-01-19,1,11.99,1997-01-01
14885,4681,1998-05-07,3,40.97,1998-05-01
14886,4682,1997-01-19,1,14.96,1997-01-01
14887,4683,1997-01-19,5,75.18,1997-01-01
14888,4683,1998-01-08,7,99.43,1998-01-01
14889,4683,1998-03-09,6,84.53,1998-03-01
14890,4683,1998-03-20,6,79.23,1998-03-01
14891,4683,1998-05-19,3,65.97,1998-05-01
14892,4684,1997-01-19,1,10.97,1997-01-01
14893,4685,1997-01-19,2,29.75,1997-01-01
14894,4686,1997-01-19,6,77.21,1997-01-01
14895,4686,1997-07-03,3,37.51,1997-07-01
14896,4686,1997-07-29,8,131.34,1997-07-01
14897,4686,1997-08-13,17,275.71,1997-08-01
14898,4686,1997-12-01,2,39.48,1997-12-01
14899,4686,1998-02-26,4,63.53,1998-02-01
14900,4687,1997-01-19,2,31.72,1997-01-01
14901,4687,1997-10-20,3,49.47,1997-10-01
14902,4688,1997-01-19,1,11.77,1997-01-01
14903,4689,1997-01-19,1,22.99,1997-01-01
14904,4690,1997-01-19,1,24.99,1997-01-01
14905,4691,1997-01-19,2,23.94,1997-01-01
14906,4692,1997-01-19,1,13.97,1997-01-01
14907,4692,1997-02-21,1,21.99,1997-02-01
14908,4693,1997-01-19,3,55.5,1997-01-01
14909,4694,1997-01-19,1,17.96,1997-01-01
14910,4695,1997-03-12,2,26.73,1997-03-01
14911,4695,1997-04-24,1,14.37,1997-04-01
14912,4695,1997-07-08,1,11.77,1997-07-01
14913,4695,1998-01-17,1,13.99,1998-01-01
14914,4696,1997-01-19,1,10.77,1997-01-01
14915,4697,1997-01-19,1,15.36,1997-01-01
14916,4698,1997-01-19,1,14.96,1997-01-01
14917,4699,1997-01-19,1,19.7,1997-01-01
14918,4699,1997-04-07,4,49.96,1997-04-01
14919,4699,1997-06-23,1,17.7,1997-06-01
14920,4699,1997-10-01,1,12.99,1997-10-01
14921,4699,1997-10-16,4,49.96,1997-10-01
14922,4699,1998-04-22,3,35.25,1998-04-01
14923,4699,1998-06-30,1,12.99,1998-06-01
14924,4700,1997-01-19,6,63.28,1997-01-01
14925,4700,1997-01-31,1,5.79,1997-01-01
14926,4700,1997-02-08,1,20.78,1997-02-01
14927,4700,1997-03-19,1,3.99,1997-03-01
14928,4700,1997-03-19,2,27.57,1997-03-01
14929,4700,1997-09-17,5,63.45,1997-09-01
14930,4701,1997-01-19,1,11.77,1997-01-01
14931,4702,1997-01-19,3,49.31,1997-01-01
14932,4703,1997-01-19,2,26.76,1997-01-01
14933,4704,1997-01-19,1,12.49,1997-01-01
14934,4705,1997-02-09,1,11.99,1997-02-01
14935,4705,1997-03-12,1,18.99,1997-03-01
14936,4705,1997-04-27,1,17.7,1997-04-01
14937,4706,1997-01-19,1,39.47,1997-01-01
14938,4707,1997-01-19,2,31.6,1997-01-01
14939,4707,1997-03-18,2,37.26,1997-03-01
14940,4707,1997-05-30,2,28.73,1997-05-01
14941,4707,1997-07-26,1,16.36,1997-07-01
14942,4707,1997-09-01,1,11.77,1997-09-01
14943,4707,1997-09-07,1,13.97,1997-09-01
14944,4707,1997-09-30,2,25.48,1997-09-01
14945,4707,1997-12-04,1,15.49,1997-12-01
14946,4708,1997-01-19,1,15.36,1997-01-01
14947,4708,1997-01-31,1,25.99,1997-01-01
14948,4708,1997-02-11,1,14.37,1997-02-01
14949,4708,1997-02-24,1,14.96,1997-02-01
14950,4708,1997-04-24,3,42.71,1997-04-01
14951,4708,1997-07-09,1,6.77,1997-07-01
14952,4709,1997-01-19,1,14.79,1997-01-01
14953,4709,1997-02-02,1,11.97,1997-02-01
14954,4709,1997-02-18,1,15.36,1997-02-01
14955,4709,1997-07-03,1,14.79,1997-07-01
14956,4709,1998-06-10,2,27.87,1998-06-01
14957,4709,1998-06-17,1,15.99,1998-06-01
14958,4710,1997-01-19,1,12.77,1997-01-01
14959,4711,1997-01-23,7,134.68,1997-01-01
14960,4711,1998-03-07,1,86.99,1998-03-01
14961,4711,1998-04-17,2,26.76,1998-04-01
14962,4712,1997-01-19,1,6.78,1997-01-01
14963,4713,1997-01-19,1,15.36,1997-01-01
14964,4714,1997-01-19,2,28.36,1997-01-01
14965,4715,1997-01-19,3,34.91,1997-01-01
14966,4716,1997-01-19,2,30.92,1997-01-01
14967,4716,1997-03-23,2,28.93,1997-03-01
14968,4717,1997-01-19,4,49.87,1997-01-01
14969,4718,1997-01-19,3,37.51,1997-01-01
14970,4718,1997-03-19,2,25.74,1997-03-01
14971,4718,1998-04-29,3,58.74,1998-04-01
14972,4719,1997-01-19,4,60.05,1997-01-01
14973,4719,1997-02-16,5,63.07,1997-02-01
14974,4719,1997-02-18,1,13.97,1997-02-01
14975,4719,1997-07-07,3,43.7,1997-07-01
14976,4719,1997-07-21,1,14.96,1997-07-01
14977,4719,1997-08-31,2,30.32,1997-08-01
14978,4720,1997-01-19,3,31.51,1997-01-01
14979,4720,1998-01-25,1,13.99,1998-01-01
14980,4721,1997-01-19,1,38.77,1997-01-01
14981,4722,1997-01-19,2,21.73,1997-01-01
14982,4723,1997-01-19,1,18.36,1997-01-01
14983,4724,1997-01-19,1,11.77,1997-01-01
14984,4725,1997-01-19,1,83.97,1997-01-01
14985,4725,1997-03-04,3,39.89,1997-03-01
14986,4725,1998-01-11,4,52.46,1998-01-01
14987,4725,1998-02-14,1,26.99,1998-02-01
14988,4725,1998-05-03,2,19.98,1998-05-01
14989,4726,1997-01-19,1,12.77,1997-01-01
14990,4727,1997-01-19,1,15.76,1997-01-01
14991,4728,1997-01-19,1,23.77,1997-01-01
14992,4729,1997-01-25,3,42.49,1997-01-01
14993,4729,1997-11-07,5,61.45,1997-11-01
14994,4730,1997-02-22,3,44.1,1997-02-01
14995,4731,1997-01-19,1,9.98,1997-01-01
14996,4732,1997-01-19,1,9.77,1997-01-01
14997,4733,1997-01-19,1,12.49,1997-01-01
14998,4734,1997-01-19,2,50.96,1997-01-01
14999,4735,1997-01-19,1,14.37,1997-01-01
15000,4736,1997-01-19,2,23.76,1997-01-01
15001,4737,1997-01-19,1,11.77,1997-01-01
15002,4738,1997-01-19,1,0.0,1997-01-01
15003,4738,1997-02-06,9,115.1,1997-02-01
15004,4738,1997-02-08,4,62.68,1997-02-01
15005,4739,1997-01-19,1,13.97,1997-01-01
15006,4739,1997-03-08,2,23.54,1997-03-01
15007,4739,1997-05-09,1,20.97,1997-05-01
15008,4739,1997-11-16,1,15.49,1997-11-01
15009,4739,1997-12-07,1,11.49,1997-12-01
15010,4739,1998-01-01,1,12.99,1998-01-01
15011,4740,1997-01-19,1,13.97,1997-01-01
15012,4740,1997-05-18,2,22.74,1997-05-01
15013,4740,1997-06-02,1,7.79,1997-06-01
15014,4741,1997-01-19,6,87.65,1997-01-01
15015,4741,1997-03-18,6,115.91,1997-03-01
15016,4741,1997-05-01,1,10.77,1997-05-01
15017,4741,1997-06-23,2,23.54,1997-06-01
15018,4741,1997-12-11,5,64.45,1997-12-01
15019,4741,1998-01-06,2,28.98,1998-01-01
15020,4741,1998-02-09,2,73.98,1998-02-01
15021,4741,1998-03-16,3,41.47,1998-03-01
15022,4742,1997-02-09,4,54.27,1997-02-01
15023,4742,1997-02-11,1,15.36,1997-02-01
15024,4743,1997-01-19,2,27.45,1997-01-01
15025,4744,1997-01-19,2,34.6,1997-01-01
15026,4744,1997-05-18,1,22.77,1997-05-01
15027,4745,1997-01-19,1,8.77,1997-01-01
15028,4746,1997-01-19,2,28.93,1997-01-01
15029,4747,1997-01-19,1,12.77,1997-01-01
15030,4748,1997-01-19,2,31.07,1997-01-01
15031,4748,1997-03-04,3,39.91,1997-03-01
15032,4748,1997-03-23,5,59.25,1997-03-01
15033,4748,1997-05-12,8,94.18,1997-05-01
15034,4748,1997-06-10,7,108.21,1997-06-01
15035,4748,1997-06-17,4,58.26,1997-06-01
15036,4748,1997-06-25,4,52.88,1997-06-01
15037,4748,1997-07-16,5,60.04,1997-07-01
15038,4748,1998-03-21,1,42.47,1998-03-01
15039,4748,1998-06-22,5,56.95,1998-06-01
15040,4749,1997-01-19,2,39.98,1997-01-01
15041,4750,1997-02-11,1,3.99,1997-02-01
15042,4750,1997-06-21,2,30.27,1997-06-01
15043,4750,1997-06-29,1,9.98,1997-06-01
15044,4751,1997-01-19,1,15.36,1997-01-01
15045,4751,1997-02-23,1,12.49,1997-02-01
15046,4751,1997-03-22,1,19.99,1997-03-01
15047,4751,1997-05-17,1,12.25,1997-05-01
15048,4751,1997-07-17,1,19.99,1997-07-01
15049,4751,1997-11-07,3,41.97,1997-11-01
15050,4752,1997-01-19,1,14.37,1997-01-01
15051,4752,1997-11-04,3,38.97,1997-11-01
15052,4753,1997-01-19,1,4.98,1997-01-01
15053,4753,1997-03-08,1,15.76,1997-03-01
15054,4753,1997-04-17,1,19.99,1997-04-01
15055,4754,1997-01-19,1,16.7,1997-01-01
15056,4755,1997-01-19,3,40.53,1997-01-01
15057,4755,1997-02-22,5,98.26,1997-02-01
