用户,F,R,M,用户类型
5908,0,0,0,一般挽留客户
5909,0,1,1,重要发展客户
5910,1,0,1,重要保持客户
5911,0,1,1,重要发展客户
5912,1,0,1,重要保持客户
5913,0,1,0,一般发展客户
5914,0,1,0,一般发展客户
5915,0,1,0,一般发展客户
5916,0,1,0,一般发展客户
5917,1,0,1,重要保持客户
5918,0,1,0,一般发展客户
5919,0,0,0,一般挽留客户
5920,0,1,0,一般发展客户
5921,0,1,0,一般发展客户
5922,0,1,0,一般发展客户
5923,0,1,0,一般发展客户
5924,0,1,0,一般发展客户
5925,0,1,0,一般发展客户
5926,0,1,0,一般发展客户
5927,0,1,0,一般发展客户
5928,1,0,1,重要保持客户
5929,1,0,1,重要保持客户
5930,0,0,0,一般挽留客户
5931,0,1,0,一般发展客户
5932,0,1,0,一般发展客户
5933,0,1,0,一般发展客户
5934,0,0,0,一般挽留客户
5935,0,1,0,一般发展客户
5936,0,1,0,一般发展客户
5937,1,0,1,重要保持客户
5938,0,1,0,一般发展客户
5939,1,0,1,重要保持客户
5940,0,1,0,一般发展客户
5941,0,1,0,一般发展客户
5942,0,1,0,一般发展客户
5943,0,1,0,一般发展客户
5944,0,0,0,一般挽留客户
5945,0,0,0,一般挽留客户
5946,0,1,0,一般发展客户
5947,0,0,0,一般挽留客户
5948,0,0,0,一般挽留客户
5949,0,1,0,一般发展客户
5950,0,1,0,一般发展客户
5951,0,1,0,一般发展客户
5952,0,1,0,一般发展客户
5953,0,1,0,一般发展客户
5954,1,1,1,重要价值客户
5955,0,1,0,一般发展客户
5956,1,0,1,重要保持客户
5957,0,1,0,一般发展客户
5958,1,0,1,重要保持客户
5959,0,1,0,一般发展客户
5960,0,0,1,重要挽留客户
5961,0,1,0,一般发展客户
5962,0,1,0,一般发展客户
5963,0,0,0,一般挽留客户
5964,0,1,0,一般发展客户
5965,1,0,1,重要保持客户
5966,0,1,0,一般发展客户
5967,0,1,0,一般发展客户
5968,0,1,0,一般发展客户
5969,0,0,0,一般挽留客户
5970,0,1,0,一般发展客户
5971,1,0,1,重要保持客户
5972,0,1,0,一般发展客户
5973,0,1,0,一般发展客户
5974,0,1,0,一般发展客户
5975,1,0,1,重要保持客户
5976,0,1,0,一般发展客户
5977,0,1,0,一般发展客户
5978,1,0,1,重要保持客户
5979,1,1,1,重要价值客户
5980,0,0,0,一般挽留客户
5981,1,0,1,重要保持客户
5982,0,1,0,一般发展客户
5983,1,1,1,重要价值客户
5984,0,0,0,一般挽留客户
5985,0,1,0,一般发展客户
5986,0,1,0,一般发展客户
5987,0,0,1,重要挽留客户
5988,1,0,1,重要保持客户
5989,1,0,1,重要保持客户
5990,0,1,0,一般发展客户
5991,0,1,0,一般发展客户
5992,0,1,0,一般发展客户
5993,0,1,0,一般发展客户
5994,0,1,0,一般发展客户
5995,1,0,1,重要保持客户
5996,0,1,0,一般发展客户
5997,0,0,0,一般挽留客户
5998,0,1,0,一般发展客户
5999,1,0,1,重要保持客户
6000,0,1,0,一般发展客户
6001,0,1,0,一般发展客户
6002,0,1,0,一般发展客户
6003,1,0,1,重要保持客户
6004,0,1,0,一般发展客户
6005,0,1,0,一般发展客户
6006,1,0,1,重要保持客户
6007,0,1,0,一般发展客户
6008,0,1,0,一般发展客户
6009,0,1,0,一般发展客户
6010,1,1,1,重要价值客户
6011,1,0,1,重要保持客户
6012,0,1,0,一般发展客户
6013,1,0,1,重要保持客户
6014,0,1,0,一般发展客户
6015,0,1,0,一般发展客户
6016,0,1,0,一般发展客户
6017,1,0,1,重要保持客户
6018,0,1,0,一般发展客户
6019,1,0,1,重要保持客户
6020,1,0,1,重要保持客户
6021,1,1,1,重要价值客户
6022,1,1,1,重要价值客户
6023,0,1,0,一般发展客户
6024,0,1,0,一般发展客户
6025,1,0,1,重要保持客户
6026,1,0,1,重要保持客户
6027,0,1,0,一般发展客户
6028,0,1,0,一般发展客户
6029,0,1,0,一般发展客户
6030,0,0,0,一般挽留客户
6031,0,1,0,一般发展客户
6032,0,1,0,一般发展客户
6033,0,0,0,一般挽留客户
6034,0,1,0,一般发展客户
6035,0,0,0,一般挽留客户
6036,0,1,0,一般发展客户
6037,1,0,1,重要保持客户
6038,0,1,0,一般发展客户
6039,0,1,0,一般发展客户
6040,0,0,0,一般挽留客户
6041,0,0,0,一般挽留客户
6042,1,0,1,重要保持客户
6043,0,1,0,一般发展客户
6044,0,1,0,一般发展客户
6045,1,0,1,重要保持客户
6046,0,1,0,一般发展客户
6047,0,1,0,一般发展客户
6048,0,1,0,一般发展客户
6049,0,1,0,一般发展客户
6050,0,1,0,一般发展客户
6051,1,0,1,重要保持客户
6052,0,1,0,一般发展客户
6053,0,1,0,一般发展客户
6054,0,0,0,一般挽留客户
6055,0,0,0,一般挽留客户
6056,1,0,1,重要保持客户
6057,1,0,1,重要保持客户
6058,0,0,0,一般挽留客户
6059,0,1,0,一般发展客户
6060,1,0,1,重要保持客户
6061,0,1,0,一般发展客户
6062,0,1,0,一般发展客户
6063,0,0,0,一般挽留客户
6064,1,0,1,重要保持客户
6065,0,0,0,一般挽留客户
6066,0,1,0,一般发展客户
6067,1,0,1,重要保持客户
6068,0,1,0,一般发展客户
6069,0,1,0,一般发展客户
6070,0,1,0,一般发展客户
6071,0,0,0,一般挽留客户
6072,1,0,1,重要保持客户
6073,0,0,0,一般挽留客户
6074,1,0,0,一般保持客户
6075,0,1,0,一般发展客户
6076,0,0,0,一般挽留客户
6077,0,1,0,一般发展客户
6078,0,1,0,一般发展客户
6079,0,1,0,一般发展客户
6080,1,0,1,重要保持客户
6081,0,1,0,一般发展客户
6082,0,1,0,一般发展客户
6083,0,1,0,一般发展客户
6084,0,0,1,重要挽留客户
6085,0,0,0,一般挽留客户
6086,0,1,0,一般发展客户
6087,0,0,0,一般挽留客户
6088,1,0,1,重要保持客户
6089,1,0,1,重要保持客户
6090,0,1,0,一般发展客户
6091,0,1,0,一般发展客户
6092,1,0,0,一般保持客户
6093,0,1,0,一般发展客户
6094,0,1,0,一般发展客户
6095,0,1,0,一般发展客户
6096,0,1,0,一般发展客户
6097,0,1,0,一般发展客户
6098,1,0,0,一般保持客户
6099,0,1,0,一般发展客户
6100,0,1,0,一般发展客户
6101,0,1,0,一般发展客户
6102,0,1,0,一般发展客户
6103,1,1,1,重要价值客户
6104,0,0,0,一般挽留客户
6105,0,1,0,一般发展客户
6106,0,1,0,一般发展客户
6107,0,0,0,一般挽留客户
6108,0,0,0,一般挽留客户
6109,0,1,0,一般发展客户
6110,0,0,0,一般挽留客户
6111,0,1,0,一般发展客户
6112,0,1,0,一般发展客户
6113,0,1,0,一般发展客户
6114,0,1,0,一般发展客户
6115,0,1,0,一般发展客户
6116,0,1,0,一般发展客户
6117,1,0,1,重要保持客户
6118,1,0,1,重要保持客户
6119,0,1,0,一般发展客户
6120,1,0,1,重要保持客户
6121,0,1,0,一般发展客户
6122,0,0,1,重要挽留客户
6123,0,1,0,一般发展客户
6124,0,1,0,一般发展客户
6125,0,1,0,一般发展客户
6126,1,0,1,重要保持客户
6127,1,0,1,重要保持客户
6128,0,1,0,一般发展客户
6129,0,0,0,一般挽留客户
6130,0,1,0,一般发展客户
6131,0,1,0,一般发展客户
6132,0,1,0,一般发展客户
6133,1,0,1,重要保持客户
6134,0,1,0,一般发展客户
6135,1,0,1,重要保持客户
6136,1,0,1,重要保持客户
6137,0,1,0,一般发展客户
6138,1,0,1,重要保持客户
6139,0,0,0,一般挽留客户
6140,1,0,1,重要保持客户
6141,0,1,0,一般发展客户
6142,1,1,1,重要价值客户
6143,0,1,0,一般发展客户
6144,0,1,0,一般发展客户
6145,1,0,1,重要保持客户
6146,0,1,0,一般发展客户
6147,0,0,1,重要挽留客户
6148,0,0,0,一般挽留客户
6149,0,1,0,一般发展客户
6150,0,1,0,一般发展客户
6151,0,1,0,一般发展客户
6152,0,0,1,重要挽留客户
6153,1,0,1,重要保持客户
6154,0,1,0,一般发展客户
6155,0,1,0,一般发展客户
6156,0,0,0,一般挽留客户
6157,0,1,0,一般发展客户
6158,0,1,0,一般发展客户
6159,0,1,0,一般发展客户
6160,0,1,0,一般发展客户
6161,1,0,1,重要保持客户
6162,0,1,0,一般发展客户
6163,1,0,1,重要保持客户
6164,0,1,0,一般发展客户
6165,0,1,0,一般发展客户
6166,0,1,0,一般发展客户
6167,1,1,1,重要价值客户
6168,0,0,1,重要挽留客户
6169,0,1,0,一般发展客户
6170,1,0,1,重要保持客户
6171,0,0,0,一般挽留客户
6172,0,1,0,一般发展客户
6173,0,1,0,一般发展客户
6174,0,1,0,一般发展客户
6175,0,1,0,一般发展客户
6176,0,1,0,一般发展客户
6177,0,1,0,一般发展客户
6178,0,1,0,一般发展客户
6179,0,1,0,一般发展客户
6180,0,0,0,一般挽留客户
6181,0,0,0,一般挽留客户
6182,0,0,0,一般挽留客户
6183,0,1,0,一般发展客户
6184,0,1,0,一般发展客户
6185,1,0,1,重要保持客户
6186,0,1,0,一般发展客户
6187,1,0,1,重要保持客户
6188,0,1,0,一般发展客户
6189,1,0,1,重要保持客户
6190,0,1,0,一般发展客户
6191,0,1,0,一般发展客户
6192,0,1,0,一般发展客户
6193,0,1,0,一般发展客户
6194,0,1,0,一般发展客户
6195,0,1,0,一般发展客户
6196,0,1,0,一般发展客户
6197,1,0,1,重要保持客户
6198,0,1,0,一般发展客户
6199,0,1,0,一般发展客户
6200,0,1,0,一般发展客户
6201,0,0,0,一般挽留客户
6202,0,0,0,一般挽留客户
6203,0,1,0,一般发展客户
6204,1,0,1,重要保持客户
6205,0,0,0,一般挽留客户
6206,0,1,0,一般发展客户
6207,1,0,1,重要保持客户
6208,0,1,0,一般发展客户
6209,1,0,1,重要保持客户
6210,0,1,0,一般发展客户
6211,0,1,0,一般发展客户
6212,0,1,0,一般发展客户
6213,0,0,1,重要挽留客户
6214,0,1,0,一般发展客户
6215,0,1,0,一般发展客户
6216,0,1,0,一般发展客户
6217,0,1,0,一般发展客户
6218,1,0,1,重要保持客户
6219,0,1,0,一般发展客户
6220,0,1,0,一般发展客户
6221,0,1,1,重要发展客户
6222,0,1,0,一般发展客户
6223,0,1,0,一般发展客户
6224,1,0,1,重要保持客户
6225,1,0,1,重要保持客户
6226,0,1,0,一般发展客户
6227,1,0,1,重要保持客户
6228,0,1,0,一般发展客户
6229,0,1,0,一般发展客户
6230,0,1,0,一般发展客户
6231,0,1,0,一般发展客户
6232,0,1,0,一般发展客户
6233,0,1,0,一般发展客户
6234,0,1,0,一般发展客户
6235,0,1,0,一般发展客户
6236,0,1,0,一般发展客户
6237,0,0,0,一般挽留客户
6238,0,0,0,一般挽留客户
6239,0,0,0,一般挽留客户
6240,0,1,0,一般发展客户
6241,0,1,0,一般发展客户
6242,1,0,1,重要保持客户
6243,1,0,1,重要保持客户
6244,1,0,1,重要保持客户
6245,0,1,0,一般发展客户
6246,0,1,0,一般发展客户
6247,0,1,0,一般发展客户
6248,0,0,0,一般挽留客户
6249,1,0,1,重要保持客户
6250,0,1,0,一般发展客户
6251,0,0,0,一般挽留客户
6252,0,1,0,一般发展客户
6253,0,0,1,重要挽留客户
6254,1,1,1,重要价值客户
6255,0,1,0,一般发展客户
6256,1,1,1,重要价值客户
6257,0,0,0,一般挽留客户
6258,0,1,0,一般发展客户
6259,0,1,0,一般发展客户
6260,0,1,0,一般发展客户
6261,1,0,1,重要保持客户
6262,0,1,0,一般发展客户
6263,0,1,0,一般发展客户
6264,1,0,1,重要保持客户
6265,0,1,0,一般发展客户
6266,1,0,1,重要保持客户
6267,0,1,0,一般发展客户
6268,0,1,0,一般发展客户
6269,0,1,0,一般发展客户
6270,1,0,1,重要保持客户
6271,0,1,0,一般发展客户
6272,0,1,0,一般发展客户
6273,1,0,1,重要保持客户
6274,0,1,0,一般发展客户
6275,0,1,0,一般发展客户
6276,0,1,0,一般发展客户
6277,0,1,0,一般发展客户
6278,0,1,0,一般发展客户
6279,0,1,0,一般发展客户
6280,0,1,0,一般发展客户
6281,0,1,0,一般发展客户
6282,1,1,1,重要价值客户
6283,1,0,1,重要保持客户
6284,0,1,0,一般发展客户
6285,1,0,1,重要保持客户
6286,0,1,0,一般发展客户
6287,0,1,0,一般发展客户
6288,0,1,0,一般发展客户
6289,1,0,1,重要保持客户
6290,1,0,1,重要保持客户
6291,0,1,0,一般发展客户
6292,0,1,0,一般发展客户
6293,0,1,0,一般发展客户
6294,0,1,0,一般发展客户
6295,1,0,1,重要保持客户
6296,1,0,1,重要保持客户
6297,0,1,0,一般发展客户
6298,0,1,0,一般发展客户
6299,0,0,0,一般挽留客户
6300,0,1,0,一般发展客户
6301,0,1,0,一般发展客户
6302,0,1,0,一般发展客户
6303,0,1,0,一般发展客户
6304,0,0,0,一般挽留客户
6305,1,0,1,重要保持客户
6306,0,1,0,一般发展客户
6307,0,1,0,一般发展客户
6308,0,1,1,重要发展客户
6309,0,1,1,重要发展客户
6310,1,0,0,一般保持客户
6311,1,0,0,一般保持客户
6312,1,0,1,重要保持客户
6313,0,1,0,一般发展客户
6314,0,1,0,一般发展客户
6315,1,0,1,重要保持客户
6316,1,1,1,重要价值客户
6317,0,1,0,一般发展客户
6318,0,1,0,一般发展客户
6319,1,1,0,一般价值客户
6320,1,0,1,重要保持客户
6321,0,0,0,一般挽留客户
6322,1,0,1,重要保持客户
6323,0,1,0,一般发展客户
6324,1,0,1,重要保持客户
6325,0,1,0,一般发展客户
6326,0,0,0,一般挽留客户
6327,0,1,0,一般发展客户
6328,1,0,1,重要保持客户
6329,0,1,0,一般发展客户
6330,0,1,0,一般发展客户
6331,0,1,0,一般发展客户
6332,0,1,0,一般发展客户
6333,0,1,0,一般发展客户
6334,0,1,0,一般发展客户
6335,1,0,1,重要保持客户
6336,0,1,0,一般发展客户
6337,1,0,1,重要保持客户
6338,1,1,1,重要价值客户
6339,0,1,0,一般发展客户
6340,0,1,0,一般发展客户
6341,0,1,0,一般发展客户
6342,0,1,0,一般发展客户
6343,0,1,0,一般发展客户
6344,0,1,0,一般发展客户
6345,0,1,0,一般发展客户
6346,0,1,0,一般发展客户
6347,0,0,0,一般挽留客户
6348,1,0,1,重要保持客户
6349,0,1,0,一般发展客户
6350,0,1,0,一般发展客户
6351,0,1,0,一般发展客户
6352,0,1,0,一般发展客户
6353,0,1,0,一般发展客户
6354,0,1,0,一般发展客户
6355,1,0,1,重要保持客户
6356,1,0,1,重要保持客户
6357,0,0,0,一般挽留客户
6358,0,1,0,一般发展客户
6359,0,1,0,一般发展客户
6360,0,1,0,一般发展客户
6361,1,0,1,重要保持客户
6362,0,0,0,一般挽留客户
6363,0,1,0,一般发展客户
6364,0,1,0,一般发展客户
6365,0,1,0,一般发展客户
6366,1,1,0,一般价值客户
6367,0,1,0,一般发展客户
6368,1,0,1,重要保持客户
6369,0,1,0,一般发展客户
6370,0,1,0,一般发展客户
6371,0,1,0,一般发展客户
6372,0,1,0,一般发展客户
6373,1,0,1,重要保持客户
6374,0,1,0,一般发展客户
6375,1,0,1,重要保持客户
6376,0,1,0,一般发展客户
6377,1,0,1,重要保持客户
6378,0,0,0,一般挽留客户
6379,1,0,1,重要保持客户
6380,0,1,0,一般发展客户
6381,0,0,0,一般挽留客户
6382,0,1,0,一般发展客户
6383,0,1,0,一般发展客户
6384,0,1,0,一般发展客户
6385,0,0,0,一般挽留客户
6386,0,1,0,一般发展客户
6387,0,1,0,一般发展客户
6388,0,1,0,一般发展客户
6389,1,0,1,重要保持客户
6390,0,1,0,一般发展客户
6391,0,1,0,一般发展客户
6392,0,0,1,重要挽留客户
6393,0,1,0,一般发展客户
6394,1,0,1,重要保持客户
6395,0,1,0,一般发展客户
6396,1,1,1,重要价值客户
6397,1,0,1,重要保持客户
6398,0,1,0,一般发展客户
6399,0,0,0,一般挽留客户
6400,0,1,0,一般发展客户
6401,0,1,0,一般发展客户
6402,0,1,0,一般发展客户
6403,0,1,0,一般发展客户
6404,1,0,1,重要保持客户
6405,1,0,1,重要保持客户
6406,0,1,0,一般发展客户
6407,0,1,0,一般发展客户
6408,1,0,1,重要保持客户
6409,1,0,1,重要保持客户
6410,0,1,0,一般发展客户
6411,0,1,0,一般发展客户
6412,1,0,1,重要保持客户
6413,0,1,0,一般发展客户
6414,0,1,0,一般发展客户
6415,0,0,0,一般挽留客户
6416,0,1,0,一般发展客户
6417,0,1,0,一般发展客户
6418,0,1,0,一般发展客户
6419,0,0,0,一般挽留客户
6420,0,0,0,一般挽留客户
6421,0,1,1,重要发展客户
6422,0,1,0,一般发展客户
6423,1,0,1,重要保持客户
6424,0,0,0,一般挽留客户
6425,0,0,0,一般挽留客户
6426,0,1,0,一般发展客户
6427,0,1,0,一般发展客户
6428,0,1,0,一般发展客户
6429,0,1,0,一般发展客户
6430,0,1,0,一般发展客户
6431,0,1,0,一般发展客户
6432,1,0,1,重要保持客户
6433,0,1,0,一般发展客户
6434,0,0,0,一般挽留客户
6435,0,1,0,一般发展客户
6436,0,1,0,一般发展客户
6437,0,1,0,一般发展客户
6438,0,0,0,一般挽留客户
6439,0,1,0,一般发展客户
6440,0,1,0,一般发展客户
6441,0,1,0,一般发展客户
6442,0,0,0,一般挽留客户
6443,0,1,0,一般发展客户
6444,0,1,0,一般发展客户
6445,1,0,1,重要保持客户
6446,0,1,0,一般发展客户
6447,0,1,0,一般发展客户
6448,0,1,0,一般发展客户
6449,0,0,0,一般挽留客户
6450,0,1,0,一般发展客户
6451,0,0,0,一般挽留客户
6452,1,0,1,重要保持客户
6453,0,1,1,重要发展客户
6454,0,1,0,一般发展客户
6455,0,1,0,一般发展客户
6456,0,1,0,一般发展客户
6457,0,1,0,一般发展客户
6458,0,1,1,重要发展客户
6459,0,1,0,一般发展客户
6460,0,1,0,一般发展客户
6461,0,1,0,一般发展客户
6462,1,0,1,重要保持客户
6463,0,0,0,一般挽留客户
6464,0,1,0,一般发展客户
6465,0,0,0,一般挽留客户
6466,0,1,0,一般发展客户
6467,0,1,0,一般发展客户
6468,1,0,1,重要保持客户
6469,0,0,0,一般挽留客户
6470,1,1,1,重要价值客户
6471,0,0,0,一般挽留客户
6472,0,1,0,一般发展客户
6473,0,1,0,一般发展客户
6474,0,1,0,一般发展客户
6475,0,1,0,一般发展客户
6476,0,1,0,一般发展客户
6477,0,1,0,一般发展客户
6478,0,1,0,一般发展客户
6479,1,0,1,重要保持客户
6480,0,1,0,一般发展客户
6481,0,1,0,一般发展客户
6482,1,0,1,重要保持客户
6483,0,1,0,一般发展客户
6484,0,0,0,一般挽留客户
6485,0,1,0,一般发展客户
6486,0,1,0,一般发展客户
6487,0,0,0,一般挽留客户
6488,0,1,0,一般发展客户
6489,1,0,1,重要保持客户
6490,0,1,0,一般发展客户
6491,1,0,1,重要保持客户
6492,0,0,1,重要挽留客户
6493,0,0,0,一般挽留客户
6494,1,0,1,重要保持客户
6495,0,1,0,一般发展客户
6496,1,0,1,重要保持客户
6497,0,0,0,一般挽留客户
6498,0,1,0,一般发展客户
6499,1,0,1,重要保持客户
6500,1,0,1,重要保持客户
6501,0,0,0,一般挽留客户
6502,0,1,0,一般发展客户
6503,0,1,0,一般发展客户
6504,0,1,0,一般发展客户
6505,0,1,0,一般发展客户
6506,0,1,0,一般发展客户
6507,0,1,0,一般发展客户
6508,1,0,1,重要保持客户
6509,0,1,0,一般发展客户
6510,0,1,0,一般发展客户
6511,0,1,0,一般发展客户
6512,0,1,0,一般发展客户
6513,0,1,0,一般发展客户
6514,0,1,0,一般发展客户
6515,0,0,1,重要挽留客户
6516,0,1,0,一般发展客户
6517,0,1,0,一般发展客户
6518,0,1,0,一般发展客户
6519,0,1,0,一般发展客户
6520,0,1,0,一般发展客户
6521,1,0,1,重要保持客户
6522,0,1,0,一般发展客户
6523,0,1,0,一般发展客户
6524,0,1,0,一般发展客户
6525,0,0,0,一般挽留客户
6526,1,0,1,重要保持客户
6527,0,1,0,一般发展客户
6528,0,1,0,一般发展客户
6529,1,0,1,重要保持客户
6530,0,1,0,一般发展客户
6531,0,1,0,一般发展客户
6532,1,0,1,重要保持客户
6533,0,1,0,一般发展客户
6534,0,1,0,一般发展客户
6535,0,1,0,一般发展客户
6536,0,1,0,一般发展客户
6537,0,1,0,一般发展客户
6538,0,1,0,一般发展客户
6539,1,1,1,重要价值客户
6540,0,1,0,一般发展客户
6541,1,0,1,重要保持客户
